category,prefix_offset_decimal,prefix_offset_hex,string_offset_decimal,string_offset_hex,prefix_size,prefix_hex,length,string_end_hex,before_hex,after_hex,value
other,11596967,0xB0F4A7,11596968,0xB0F4A8,1,09,9,0xB0F4B1,65 65 30 32 5F 4C 69 73 74 65 6E 41 64 64 50 6F 69 73 6F 6E 5F 53 75 62 4F 6E 45 6E 65 6D 79 02,01 03 01 00 11 00 01 CF F7 D6 DC 0C 07 CA 01 9F 01 02 A8 0F 06 9B 02 14 08 00 80 80 80 80 40 04,_maxLimit
other,11597014,0xB0F4D6,11597015,0xB0F4D7,1,18,24,0xB0F4EF,00 01 CF F7 D6 DC 0C 07 CA 01 9F 01 02 A8 0F 06 9B 02 14 08 00 80 80 80 80 40 04 A0 11 6A 0C 01,01 00 80 80 80 80 C0 31 04 A8 0F 0E E7 03 04 01 03 01 00 11 00 01 E5 BB AE 96 09 02 BE 15 18 01,AllEnemyWithUnSelectable
other,11597091,0xB0F523,11597092,0xB0F524,1,1B,27,0xB0F53F,00 01 E5 BB AE 96 09 02 BE 15 18 01 06 00 00 01 00 02 11 01 80 80 80 80 40 01 DA E8 EA A9 01 04,02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04 1B 52 61 6E 6B 30 36 5F 57 65 69 67 68 74 65,Rank06_Weighted_Stack_Layer
other,11597136,0xB0F550,11597137,0xB0F551,1,1B,27,0xB0F56C,74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04,31 8A F1 20 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 18 4D 41 76 61 74 61 72 5F 42 6C 61 63,Rank06_Weighted_Stack_Layer
entity_selector,11597170,0xB0F572,11597171,0xB0F573,1,0B,11,0xB0F57E,61 6E 6B 30 36 5F 57 65 69 67 68 74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 20 0C 01,04 18 4D 41 76 61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 01 03 01 00 11 00,ParamEntity
mechanic_symbol,11597183,0xB0F57F,11597184,0xB0F580,1,18,24,0xB0F598,64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 20 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04,01 03 01 00 11 00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91,MAvatar_BlackSwan_00_DOT
other,11597245,0xB0F5BD,11597246,0xB0F5BE,1,16,22,0xB0F5D4,00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91 D7 98 DC 03 0E,01 03 01 00 11 00 01 83 D1 C8 FE 03 1B 45 78 74 72 61 4C 61 79 65 72 5F 44 61 6D 61 67 65 50 65,Basic_DamagePercentage
other,11597280,0xB0F5E0,11597281,0xB0F5E1,1,1B,27,0xB0F5FC,73 69 63 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 83 D1 C8 FE 03,01 03 01 00 11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B,ExtraLayer_DamagePercentage
other,11597320,0xB0F608,11597321,0xB0F609,1,0B,11,0xB0F614,79 65 72 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 88 DC D7 DC 06,01 03 01 00 11 00 01 8B F8 9C F0 08 17 53 70 72 65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E,SecondLayer
other,11597344,0xB0F620,11597345,0xB0F621,1,17,23,0xB0F638,11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B F8 9C F0 08,01 03 01 00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7,Spread_DamagePercentage
other,11597380,0xB0F644,11597381,0xB0F645,1,0A,10,0xB0F64F,65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 BE A7 BA 94 09,01 03 01 00 11 00 01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00,ThirdLayer
other,11597403,0xB0F65B,11597404,0xB0F65C,1,0D,13,0xB0F669,00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7 A1 EE 03,01 03 01 00 11 00 01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E,DefenceIgnore
other,11597429,0xB0F675,11597430,0xB0F676,1,0D,13,0xB0F683,01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00 01 F7 A4 DF EB 05,00 00 CD CC 4C 3E 31 0A 0C 01 06 43 61 73 74 65 72 04 29 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 30,Cast_By_Level
entity_selector,11597453,0xB0F68D,11597454,0xB0F68E,1,06,6,0xB0F694,11 00 01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 31 0A 0C 01,04 29 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 53 6B 69 6C 6C 54 72 65 65 30 32 5F 41 64 64,Caster
other,11597460,0xB0F694,11597461,0xB0F695,1,04,4,0xB0F699,05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 31 0A 0C 01 06 43 61 73 74 65 72,6C 61 63 6B 53 77 61 6E 5F 30 30 5F 53 6B 69 6C 6C 54 72 65 65 30 32 5F 41 64 64 44 6F 74 4F 6E,)M_B
mechanic_symbol,11597461,0xB0F695,11597462,0xB0F696,1,29,41,0xB0F6BF,0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 31 0A 0C 01 06 43 61 73 74 65 72 04,05 98 02 02 A8 0F 06 64 04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 41 64 64,M_BlackSwan_00_SkillTree02_AddDotOnCreate
mechanic_symbol,11597512,0xB0F6C8,11597513,0xB0F6C9,1,1D,29,0xB0F6E6,6C 6C 54 72 65 65 30 32 5F 41 64 64 44 6F 74 4F 6E 43 72 65 61 74 65 05 98 02 02 A8 0F 06 64 04,06 A8 0F 0E E7 03 04 01 03 01 00 11 00 01 E5 BB AE 96 09 02 BE 15 18 01 06 00 00 01 00 02 11 01,M_BlackSwan_Tree02_AddDOTFlag
other,11597586,0xB0F712,11597587,0xB0F713,1,1B,27,0xB0F72E,00 01 E5 BB AE 96 09 02 BE 15 18 01 06 00 00 01 00 02 11 01 80 80 80 80 40 01 DA E8 EA A9 01 04,02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04 1B 52 61 6E 6B 30 36 5F 57 65 69 67 68 74 65,Rank06_Weighted_Stack_Layer
other,11597631,0xB0F73F,11597632,0xB0F740,1,1B,27,0xB0F75B,74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04,31 8A F1 A0 80 04 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 18 4D 41 76 61 74 61 72 5F 42 6C,Rank06_Weighted_Stack_Layer
entity_selector,11597667,0xB0F763,11597668,0xB0F764,1,0B,11,0xB0F76F,6B 30 36 5F 57 65 69 67 68 74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 A0 80 04 0C 01,04 18 4D 41 76 61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 01 03 01 00 11 00,ParamEntity
mechanic_symbol,11597680,0xB0F770,11597681,0xB0F771,1,18,24,0xB0F789,53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 A0 80 04 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04,01 03 01 00 11 00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91,MAvatar_BlackSwan_00_DOT
other,11597742,0xB0F7AE,11597743,0xB0F7AF,1,16,22,0xB0F7C5,00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91 D7 98 DC 03 0E,01 03 01 00 11 00 01 83 D1 C8 FE 03 1B 45 78 74 72 61 4C 61 79 65 72 5F 44 61 6D 61 67 65 50 65,Basic_DamagePercentage
other,11597777,0xB0F7D1,11597778,0xB0F7D2,1,1B,27,0xB0F7ED,73 69 63 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 83 D1 C8 FE 03,01 03 01 00 11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B,ExtraLayer_DamagePercentage
other,11597817,0xB0F7F9,11597818,0xB0F7FA,1,0B,11,0xB0F805,79 65 72 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 88 DC D7 DC 06,01 03 01 00 11 00 01 8B F8 9C F0 08 17 53 70 72 65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E,SecondLayer
other,11597841,0xB0F811,11597842,0xB0F812,1,17,23,0xB0F829,11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B F8 9C F0 08,01 03 01 00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7,Spread_DamagePercentage
other,11597877,0xB0F835,11597878,0xB0F836,1,0A,10,0xB0F840,65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 BE A7 BA 94 09,01 03 01 00 11 00 01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00,ThirdLayer
other,11597900,0xB0F84C,11597901,0xB0F84D,1,0D,13,0xB0F85A,00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7 A1 EE 03,01 03 01 00 11 00 01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E,DefenceIgnore
other,11597926,0xB0F866,11597927,0xB0F867,1,0D,13,0xB0F874,01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00 01 F7 A4 DF EB 05,00 00 CD CC 4C 3E 02 9B 17 7C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 2D 4D 5F 42 6C 61 63,Cast_By_Level
entity_selector,11597952,0xB0F880,11597953,0xB0F881,1,0B,11,0xB0F88C,01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 02 9B 17 7C 0C 01,04 2D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 4C 69 73 74 65 6E 41 64 64 50 6F,ParamEntity
other,11597964,0xB0F88C,11597965,0xB0F88D,1,04,4,0xB0F891,42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 02 9B 17 7C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79,6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 4C 69 73 74 65 6E 41 64 64 50 6F 69 73 6F 6E 5F,-M_B
mechanic_symbol,11597965,0xB0F88D,11597966,0xB0F88E,1,2D,45,0xB0F8BB,79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E 02 9B 17 7C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04,04 06 5F 63 6F 75 6E 74 00 80 80 80 80 40 04 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E,M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy
other,11598012,0xB0F8BC,11598013,0xB0F8BD,1,06,6,0xB0F8C3,65 65 30 32 5F 4C 69 73 74 65 6E 41 64 64 50 6F 69 73 6F 6E 5F 53 75 62 4F 6E 45 6E 65 6D 79 04,00 80 80 80 80 40 04 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79,_count
entity_selector,11598031,0xB0F8CF,11598032,0xB0F8D0,1,13,19,0xB0F8E3,6E 5F 53 75 62 4F 6E 45 6E 65 6D 79 04 06 5F 63 6F 75 6E 74 00 80 80 80 80 40 04 E6 10 06 0C 01,04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 41 64 64 44 4F 54 46 6C 61 67 29,ModifierOwnerEntity
mechanic_symbol,11598052,0xB0F8E4,11598053,0xB0F8E5,1,1D,29,0xB0F902,80 80 80 80 40 04 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,29 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 53 6B 69 6C 6C 54 72 65 65 30 32 5F 41 64 64 44,M_BlackSwan_Tree02_AddDOTFlag
other,11598055,0xB0F8E7,11598056,0xB0F8E8,1,42,66,0xB0F92A,80 40 04 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F,74 65 80 80 80 10 02 05 72 02 A8 0F 06 83 04 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 04,lackSwan_Tree02_AddDOTFlag)M_BlackSwan_00_SkillTree02_AddDotOnCrea
other,11598069,0xB0F8F5,11598070,0xB0F8F6,1,30,48,0xB0F926,69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65,43 72 65 61 74 65 80 80 80 10 02 05 72 02 A8 0F 06 83 04 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69,2_AddDOTFlag)M_BlackSwan_00_SkillTree02_AddDotOn
other,11598070,0xB0F8F6,11598071,0xB0F8F7,1,32,50,0xB0F929,65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30,61 74 65 80 80 80 10 02 05 72 02 A8 0F 06 83 04 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04,_AddDOTFlag)M_BlackSwan_00_SkillTree02_AddDotOnCre
mechanic_symbol,11598082,0xB0F902,11598083,0xB0F903,1,29,41,0xB0F92C,79 04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 41 64 64 44 4F 54 46 6C 61 67,80 80 80 10 02 05 72 02 A8 0F 06 83 04 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 04 A8 0F,M_BlackSwan_00_SkillTree02_AddDotOnCreate
entity_selector,11598140,0xB0F93C,11598141,0xB0F93D,1,0B,11,0xB0F948,32 5F 41 64 64 44 6F 74 4F 6E 43 72 65 61 74 65 80 80 80 10 02 05 72 02 A8 0F 06 83 04 0C 0C 01,04 04 A8 0F 0E E7 03 04 01 03 01 00 11 00 01 E5 BB AE 96 09 02 BE 15 18 01 06 00 00 01 00 02 11,ParamEntity
other,11598197,0xB0F975,11598198,0xB0F976,1,1B,27,0xB0F991,00 01 E5 BB AE 96 09 02 BE 15 18 01 06 00 00 01 00 02 11 01 80 80 80 80 40 01 DA E8 EA A9 01 04,02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04 1B 52 61 6E 6B 30 36 5F 57 65 69 67 68 74 65,Rank06_Weighted_Stack_Layer
other,11598242,0xB0F9A2,11598243,0xB0F9A3,1,1B,27,0xB0F9BE,74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 02 BE 15 18 01 03 00 00 11 01 80 80 80 80 40 00 04,31 8A F1 20 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04 18 4D 41 76 61 74 61 72 5F 42 6C 61 63,Rank06_Weighted_Stack_Layer
entity_selector,11598276,0xB0F9C4,11598277,0xB0F9C5,1,0B,11,0xB0F9D0,61 6E 6B 30 36 5F 57 65 69 67 68 74 65 64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 20 0C 01,04 18 4D 41 76 61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 01 03 01 00 11 00,ParamEntity
mechanic_symbol,11598289,0xB0F9D1,11598290,0xB0F9D2,1,18,24,0xB0F9EA,64 5F 53 74 61 63 6B 5F 4C 61 79 65 72 31 8A F1 20 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 04,01 03 01 00 11 00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91,MAvatar_BlackSwan_00_DOT
other,11598351,0xB0FA0F,11598352,0xB0FA10,1,16,22,0xB0FA26,00 01 AC C3 DC 87 0B 01 03 01 00 11 00 01 A4 B0 A0 D5 06 01 03 01 00 11 00 01 91 D7 98 DC 03 0E,01 03 01 00 11 00 01 83 D1 C8 FE 03 1B 45 78 74 72 61 4C 61 79 65 72 5F 44 61 6D 61 67 65 50 65,Basic_DamagePercentage
other,11598386,0xB0FA32,11598387,0xB0FA33,1,1B,27,0xB0FA4E,73 69 63 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 83 D1 C8 FE 03,01 03 01 00 11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B,ExtraLayer_DamagePercentage
other,11598426,0xB0FA5A,11598427,0xB0FA5B,1,0B,11,0xB0FA66,79 65 72 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 88 DC D7 DC 06,01 03 01 00 11 00 01 8B F8 9C F0 08 17 53 70 72 65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E,SecondLayer
other,11598450,0xB0FA72,11598451,0xB0FA73,1,17,23,0xB0FA8A,11 00 01 88 DC D7 DC 06 0B 53 65 63 6F 6E 64 4C 61 79 65 72 01 03 01 00 11 00 01 8B F8 9C F0 08,01 03 01 00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7,Spread_DamagePercentage
other,11598486,0xB0FA96,11598487,0xB0FA97,1,0A,10,0xB0FAA1,65 61 64 5F 44 61 6D 61 67 65 50 65 72 63 65 6E 74 61 67 65 01 03 01 00 11 00 01 BE A7 BA 94 09,01 03 01 00 11 00 01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00,ThirdLayer
other,11598509,0xB0FAAD,11598510,0xB0FAAE,1,0D,13,0xB0FABB,00 11 00 01 BE A7 BA 94 09 0A 54 68 69 72 64 4C 61 79 65 72 01 03 01 00 11 00 01 B5 C7 A1 EE 03,01 03 01 00 11 00 01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E,DefenceIgnore
other,11598535,0xB0FAC7,11598536,0xB0FAC8,1,0D,13,0xB0FAD5,01 B5 C7 A1 EE 03 0D 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 01 03 01 00 11 00 01 F7 A4 DF EB 05,00 00 CD CC 4C 3E 2D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 4C 69 73 74 65 6E,Cast_By_Level
mechanic_symbol,11598555,0xB0FADB,11598556,0xB0FADC,1,2D,45,0xB0FB09,01 03 01 00 11 00 01 F7 A4 DF EB 05 0D 43 61 73 74 5F 42 79 5F 4C 65 76 65 6C 00 00 CD CC 4C 3E,88 80 82 10 02 BC E9 D4 E1 01 00 80 80 80 80 40 00 00 83 8C D2 8C 08 00 80 80 80 80 C0 F3 03 00,M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy
other,11598653,0xB0FB3D,11598654,0xB0FB3E,1,06,6,0xB0FB44,D2 8C 08 00 80 80 80 80 C0 F3 03 00 00 04 02 7C 0E 05 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04,05 3A 02 A8 0F 06 34 04 04 90 01 D8 01 04 06 5F 63 6F 75 6E 74 04 0C 01 03 01 00 11 00 01 BC E9,_count
other,11598674,0xB0FB52,11598675,0xB0FB53,1,06,6,0xB0FB59,15 18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 05 3A 02 A8 0F 06 34 04 04 90 01 D8 01 04,04 0C 01 03 01 00 11 00 01 BC E9 D4 E1 01 3B 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 02 0A,_count
entity_selector,11598699,0xB0FB6B,11598700,0xB0FB6C,1,0B,11,0xB0FB77,04 04 90 01 D8 01 04 06 5F 63 6F 75 6E 74 04 0C 01 03 01 00 11 00 01 BC E9 D4 E1 01 3B 0C 0C 01,02 0A 02 31 0A 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42,ParamEntity
entity_selector,11598718,0xB0FB7E,11598719,0xB0FB7F,1,13,19,0xB0FB92,00 11 00 01 BC E9 D4 E1 01 3B 0C 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 02 0A 02 31 0A 0C 01,04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 41 64 64 44 4F 54 46 6C 61 67 05,ModifierOwnerEntity
mechanic_symbol,11598739,0xB0FB93,11598740,0xB0FB94,1,1D,29,0xB0FBB1,74 69 74 79 02 0A 02 31 0A 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,05 C0 01 02 A8 0F 06 FF 03 3C 0C 01 2D 41 6C 6C 54 65 61 6D 4D 65 6D 62 65 72 57 69 74 68 55 6E,M_BlackSwan_Tree02_AddDOTFlag
other,11598781,0xB0FBBD,11598782,0xB0FBBE,1,2D,45,0xB0FBEB,61 6E 5F 54 72 65 65 30 32 5F 41 64 64 44 4F 54 46 6C 61 67 05 C0 01 02 A8 0F 06 FF 03 3C 0C 01,00 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 00 02 BE 15 18 00 00 04 06 5F 63 6F 75 6E 74 05 C4,AllTeamMemberWithUnselectable.WithBattleEvent
entity_selector,11598830,0xB0FBEE,11598831,0xB0FBEF,1,0B,11,0xB0FBFA,68 55 6E 73 65 6C 65 63 74 61 62 6C 65 2E 57 69 74 68 42 61 74 74 6C 65 45 76 65 6E 74 00 0C 01,00 02 BE 15 18 00 00 04 06 5F 63 6F 75 6E 74 05 C4 01 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06,ParamEntity
other,11598850,0xB0FC02,11598851,0xB0FC03,1,06,6,0xB0FC09,74 74 6C 65 45 76 65 6E 74 00 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 00 02 BE 15 18 00 00 04,05 C4 01 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 05 AE 02 02 A8 0F 06 34 04,_count
other,11598873,0xB0FC19,11598874,0xB0FC1A,1,06,6,0xB0FC20,79 00 02 BE 15 18 00 00 04 06 5F 63 6F 75 6E 74 05 C4 01 02 BE 15 18 00 80 80 80 80 C0 F3 03 04,05 AE 02 02 A8 0F 06 34 04 04 FF 03 3C 0C 01 2D 41 6C 6C 54 65 61 6D 4D 65 6D 62 65 72 57 69 74,_count
other,11598895,0xB0FC2F,11598896,0xB0FC30,1,2D,45,0xB0FC5D,18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 05 AE 02 02 A8 0F 06 34 04 04 FF 03 3C 0C 01,00 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 00 FF 03 3C 0C 01 18 41 6C 6C 45 6E 65 6D 79 57 69,AllTeamMemberWithUnselectable.WithBattleEvent
entity_selector,11598944,0xB0FC60,11598945,0xB0FC61,1,0B,11,0xB0FC6C,68 55 6E 73 65 6C 65 63 74 61 62 6C 65 2E 57 69 74 68 42 61 74 74 6C 65 45 76 65 6E 74 00 0C 01,00 FF 03 3C 0C 01 18 41 6C 6C 45 6E 65 6D 79 57 69 74 68 55 6E 53 65 6C 65 63 74 61 62 6C 65 00,ParamEntity
other,11598962,0xB0FC72,11598963,0xB0FC73,1,18,24,0xB0FC8B,42 61 74 74 6C 65 45 76 65 6E 74 00 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 00 FF 03 3C 0C 01,00 0C 01 0F 50 61 72 61 6D 45 6E 74 69 74 79 4C 69 73 74 00 02 BE 15 18 00 00 04 06 5F 63 6F 75,AllEnemyWithUnSelectable
other,11598990,0xB0FC8E,11598991,0xB0FC8F,1,0F,15,0xB0FC9E,03 3C 0C 01 18 41 6C 6C 45 6E 65 6D 79 57 69 74 68 55 6E 53 65 6C 65 63 74 61 62 6C 65 00 0C 01,00 02 BE 15 18 00 00 04 06 5F 63 6F 75 6E 74 05 B4 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06,ParamEntityList
other,11599014,0xB0FCA6,11599015,0xB0FCA7,1,06,6,0xB0FCAD,74 61 62 6C 65 00 0C 01 0F 50 61 72 61 6D 45 6E 74 69 74 79 4C 69 73 74 00 02 BE 15 18 00 00 04,05 B4 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 05 B6 02 02 BE 15 18 00 80,_count
other,11599037,0xB0FCBD,11599038,0xB0FCBE,1,06,6,0xB0FCC4,74 00 02 BE 15 18 00 00 04 06 5F 63 6F 75 6E 74 05 B4 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04,05 B6 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 1D 4D 5F 42 6C 61 63 6B 53,_count
other,11599060,0xB0FCD4,11599061,0xB0FCD5,1,06,6,0xB0FCDB,00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74 05 B6 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04,1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 54 72 65 65 30 32 5F 41 64 64 44 4F 54 46 6C 61 67 84 80,_count
mechanic_symbol,11599067,0xB0FCDB,11599068,0xB0FCDC,1,1D,29,0xB0FCF9,03 04 06 5F 63 6F 75 6E 74 05 B6 02 02 BE 15 18 00 80 80 80 80 C0 F3 03 04 06 5F 63 6F 75 6E 74,84 80 02 0A 04 02 56 93 02 1F 41 76 61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 53 6B,M_BlackSwan_Tree02_AddDOTFlag
