category,count,first_offset_decimal,first_offset_hex,offsets,value
unknown,4,13161911,0xC8D5B7,"0xC8D5B7,0xC8D5EE,0xECD8C1,0xECD8F8",3MAvatar_Advanced_BlackSwan_00_Rank02_AddDotOnCreate
unknown,4,13150850,0xC8AA82,"0xC8AA82,0xC8AAD3,0xECC2E5,0xECC336",3M_Advanced_BlackSwan_P01_ListenAddPoison_SubOnEnemy
unknown,4,16713021,0xFF053D,"0xFF053D,0xFF05C0,0xFF07C8,0xFF07FD",3M_GridFight_BlackSwan_00_ListenAddPoison_SubOnEnemy
unknown,4,13736842,0xD19B8A,"0xD19B8A,0xD19C8D,0x49E4752,0x49E4AA3",Death_BlackSwan_BattleEvent
unknown,4,11599731,0xB0FF73,"0xB0FF73,0xB0FF90,0xECC540,0xECC55D",MAvatar_BlackSwan_00_Rank01
unknown,4,30964516,0x1D87B24,"0x1D87B24,0x1DC4D16,0x1DE1D7D,0x1E63973",MConfig/ConfigAnimEvents/Avatar/Audio/Avatar_BlackSwan_00_Audio_AnimEvent.jsonSConfig/ConfigAnimEvents/Avatar/Designer/Avatar_BlackSwan_00_Designer_AnimEvent.json^Config/ConfigAnimEvents/Avatar/DesignerBaked/Avatar_BlackSwan_00_Designer_AnimEvent_Baked.jsonOConfig/ConfigAnimEvents/Avatar/Effect/Avatar_BlackSwan_00_Effect_AnimEvent.jsonMConfig/ConfigAnimEvents/Avatar/Designer/Avatar_Common_Designer_AnimEvent.jsonUConfig/ConfigAnimEvents/Avatar/Audio/Avatar_Common_ControllerVibration_AnimEvent.json
unknown,4,16711957,0xFF0115,"0xFF0115,0xFF0221,0xFF0832,0xFF0F63",MGridFight_BlackSwan_00_DOT
unknown,4,11597513,0xB0F6C9,"0xB0F6C9,0xB0FB94,0xB0FCDC,0xB11592",M_BlackSwan_Tree02_AddDOTFlag
unknown,3,11605979,0xB117DB,"0xB117DB,0xB1180F,0xB11AE3", M_BlackSwan_00_Rank06_AddDOTFlag
unknown,3,16712748,0xFF042C,"0xFF042C,0xFF1344,0xFF1433",$GridFight_BlackSwan_00_DOT_Triggered
unknown,3,11594592,0xB0EB60,"0xB0EB60,0xB14276,0xB147CE",%M_BlackSwan_00_DOT_Rank04_HaveAddedSP
unknown,3,13169346,0xC8F2C2,"0xC8F2C2,0xC8F326,0xC8FB31",(M_Advanced_BlackSwan_00_DOT_Rank04_AddSP
unknown,3,13150397,0xC8A8BD,"0xC8A8BD,0xC8A9C2,0xECBD85",(M_Advanced_BlackSwan_P01_ListenAddPoison
unknown,3,13162292,0xC8D734,"0xC8D734,0xC8D771,0xC8D924",)M_Advanced_BlackSwan_00_Rank06_AddDOTFlag
unknown,3,16711815,0xFF0087,"0xFF0087,0xFF0623,0xFF0797",.M_GridFight_BlackSwan_00_SubOnEnemy_Phase1Mark
unknown,3,13167460,0xC8EB64,"0xC8EB64,0xC8F178,0xC8FACE",0M_Advanced_BlackSwan_DOTFlag_RemainOnDeathRattle
unknown,3,11593762,0xB0E822,"0xB0E822,0xB0E8B0,0xB0E98E",5M_BlackSwan_P01_ListenAddPoison_SubOnEnemy_Phase1Mark
unknown,3,61645170,0x3ACA172,"0x3ACA172,0x3ACA1B8,0x3BD18D5",BlackSwan_Appear
unknown,3,26782983,0x198AD07,"0x198AD07,0x198AD5C,0x198ADB7",Ev_sfx_avatar_Die_blackSwan
unknown,3,26783024,0x198AD30,"0x198AD30,0x198AD89,0x198ADE6",Ev_vo_avatar_die_blackSwan
unknown,3,11616624,0xB14170,"0xB14170,0xB1420E,0xB14745",M_BlackSwan_00_DOT_Rank04_AddSP
unknown,3,36736705,0x2308EC1,"0x2308EC1,0x3BD1986,0x3BD5604",NPC_Avatar_Lady_BlackSwan_00
unknown,2,15516942,0xECC50E,"0xECC50E,0xECDF30",!Avatar_GridFight_BlackSwan_Rank01
unknown,2,15521713,0xECD7B1,"0xECD7B1,0xECDF56",!Avatar_GridFight_BlackSwan_Rank02
unknown,2,16714904,0xFF0C98,"0xFF0C98,0xFF0DA7",!GridFight_BlackSwan_00_DOT_Phase1
unknown,2,13155894,0xC8BE36,"0xC8BE36,0xC8FE21",#Avatar_Advanced_BlackSwan_00_Rank01
unknown,2,13161647,0xC8D4AF,"0xC8D4AF,0xC8FE4A",#Avatar_Advanced_BlackSwan_00_Rank02
unknown,2,13162152,0xC8D6A8,"0xC8D6A8,0xC8FE73",#Avatar_Advanced_BlackSwan_00_Rank06
unknown,2,27790106,0x1A80B1A,"0x1A80B1A,0x1B03032",#Ev_sfx_idleshow_avatar_BlackSwan_01
unknown,2,27790320,0x1A80BF0,"0x1A80BF0,0x1B030C4",#Ev_sfx_idleshow_avatar_BlackSwan_02
unknown,2,13151041,0xC8AB41,"0xC8AB41,0xECC3A4",#M_Advanced_BlackSwan_P01_AddDOTFlag$M_Advanced_BlackSwan_Rank04_Listener
unknown,2,13155945,0xC8BE69,"0xC8BE69,0xC8BE8F",$MAvatar_Advanced_BlackSwan_00_Rank01
unknown,2,13162203,0xC8D6DB,"0xC8D6DB,0xC8D701",$MAvatar_Advanced_BlackSwan_00_Rank06
unknown,2,13150511,0xC8A92F,"0xC8A92F,0xECBDF7",$M_Advanced_BlackSwan_Rank04_Listener
unknown,2,13381561,0xCC2FB9,"0xCC2FB9,0xCC319D",%Avatar_BlackSwan_00_DOT_Insert_Camera
unknown,2,11606464,0xB119C0,"0xB119C0,0xB11A15",&MAvatar_BlackSwan_00_Rank06_SubOnEnemy
unknown,2,27790031,0x1A80ACF,"0x1A80ACF,0x1B02FE7",'Ev_vo_avatar_idleshow_maze_blackSwan_01
unknown,2,27790245,0x1A80BA5,"0x1A80BA5,0x1B03079",'Ev_vo_avatar_idleshow_maze_blackSwan_02
unknown,2,15515545,0xECBF99,"0xECBF99,0xECBFF4",+M_BlackSwan_P01_ListenPoisonAddSP_OnMonster
unknown,2,66773714,0x3FAE2D2,"0x3FAE2D2,0x3FAEA9D",",Ev_sfx_storyd_blackswan_reasoningfilter_loop"
unknown,2,11596920,0xB0F478,"0xB0F478,0xB0F88D",-M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy
unknown,2,13162495,0xC8D7FF,"0xC8D7FF,0xC8D85D",/MAvatar_Advanced_BlackSwan_00_Rank06_SubOnEnemy
unknown,2,66773884,0x3FAE37C,"0x3FAE37C,0x3FAEA0B",1Ev_sfx_storyd_blackswan_reasoningfilter_loop_stop
unknown,2,30717612,0x1D4B6AC,"0x1D4B6AC,0x1E6432A",=Config/ConfigCharacter/Avatar/Avatar_BlackSwan_00_Config.json
unknown,2,11599689,0xB0FF49,"0xB0FF49,0xB149D9",Avatar_BlackSwan_00_Rank01
unknown,2,11605113,0xB11479,"0xB11479,0xB149F9",Avatar_BlackSwan_00_Rank02
unknown,2,11605867,0xB1176B,"0xB1176B,0xB14A19",Avatar_BlackSwan_00_Rank06
unknown,2,61645291,0x3ACA1EB,"0x3ACA1EB,0x3BD19AE",BlackSwan_Disappear
unknown,2,59444318,0x38B0C5E,"0x38B0C5E,0x38B0C74",BlackSwan_Reach
unknown,2,83674476,0x4FCC56C,"0x4FCC56C,0x672CE3A",Floor1_NPC_BlackSwan
unknown,2,16719119,0xFF1D0F,"0xFF1D0F,0xFF1E2B",GridFight_BlackSwan_00_Insert
unknown,2,11605155,0xB114A3,"0xB114A3,0xB114C0",MAvatar_BlackSwan_00_Rank02
unknown,2,11605909,0xB11795,"0xB11795,0xB117B2",MAvatar_BlackSwan_00_Rank06
unknown,2,11592443,0xB0E2FB,"0xB0E2FB,0xB0E3E9",M_BlackSwan_P01_ListenAddPoison
unknown,2,11592529,0xB0E351,"0xB0E351,0xB0EAB1",M_BlackSwan_Rank04_Listener
unknown,2,32206581,0x1EB6EF5,"0x1EB6EF5,0x2017C12",NPC_Avatar_Lady_BlackSwan_00VConfig/ConfigCharacter/FreeStyle/Avatar/Avatar_Lady_BlackSwan_00_FreeStyle_Config.json
unknown,2,30817982,0x1D63EBE,"0x1D63EBE,0x1D64E08",StoryCrystal_BlackSwan_00#Ev_sfx_npc_common_StoryCrystal_loop
unknown,2,30802600,0x1D602A8,"0x1D602A8,0x201800D",StoryHoloGram_BlackSwan_00
unknown,1,26783247,0x198AE0F,0x198AE0F, Ev_vo_avatar_hit_heavy_blackSwan
unknown,1,26783662,0x198AFAE,0x198AFAE,!Ev_vo_avatar_skill_cast_blackSwan
unknown,1,27790456,0x1A80C78,0x1A80C78,!Ev_vo_avatar_skill_maze_blackSwan
unknown,1,15515503,0xECBF6F,0xECBF6F,!M_BlackSwan_P01_ListenPoisonAddSP
unknown,1,15514967,0xECBD57,0xECBD57,!M_BlackSwan_P01_ListenPoisonAddSP1
unknown,1,27789974,0x1A80A96,0x1A80A96,"""Ev_sfx_foley_avatar_BlackSwan_long"
unknown,1,11616559,0xB1412F,0xB1412F,%M_BlackSwan_00_DOT_Rank04_HaveAddedSP1
unknown,1,36434791,0x22BF367,0x22BF367,&Avatar_BlackSwan_00_Adv_Ani_Akimbo02AS
unknown,1,36434881,0x22BF3C1,0x22BF3C1,&Avatar_BlackSwan_00_Adv_Ani_Akimbo02BS
unknown,1,16056323,0xF50003,0xF50003,&MGridFight_Origin_1010_BlackSwan_Bonus
unknown,1,30821855,0x1D64DDF,0x1D64DDF,&StoryCrystalWithoutEffect_BlackSwan_00
unknown,1,36435347,0x22BF593,0x22BF593,'Avatar_BlackSwan_00_Adv_Ani_PutHand01AS
unknown,1,36435438,0x22BF5EE,0x22BF5EE,'Avatar_BlackSwan_00_Adv_Ani_PutHand01BS
unknown,1,27791326,0x1A80FDE,0x1A80FDE,'Ev_sfx_foley_avatar_BlackSwan_fastRunBS
unknown,1,26783919,0x198B0AF,0x198B0AF,'Ev_vo_avatar_ultra_skill_cast_blackSwan
unknown,1,36435255,0x22BF537,0x22BF537,(Avatar_BlackSwan_00_Adv_Ani_Akimbo02Loop
unknown,1,36435529,0x22BF649,0x22BF649,)Avatar_BlackSwan_00_Adv_Ani_PutHand01Loop
unknown,1,36434971,0x22BF41B,0x22BF41B,*Avatar_BlackSwan_00_Adv_Ani_Akimbo02HandAS
unknown,1,36435065,0x22BF479,0x22BF479,*Avatar_BlackSwan_00_Adv_Ani_Akimbo02HandBS
unknown,1,11594226,0xB0E9F2,0xB0E9F2,*M_BlackSwan_P01_ListenAddPoison_SubOnEnemy5M_BlackSwan_P01_ListenAddPoison_SubOnEnemy_Phase1Mark
unknown,1,36435159,0x22BF4D7,0x22BF4D7,",Avatar_BlackSwan_00_Adv_Ani_Akimbo02HandLoop"
unknown,1,26596758,0x195D596,0x195D596,2 Add100nP_BlackSwan_ElectricCheck
unknown,1,15515853,0xECC0CD,0xECC0CD,3(M_Advanced_BlackSwan_P01_ListenAddPoison
unknown,1,16713087,0xFF057F,0xFF057F,4M_GridFight_BlackSwan_00_SubOnEnemy_ListenPhase1Mark
unknown,1,11593673,0xB0E7C9,0xB0E7C9,;M_BlackSwan_P01_ListenAddPoison_SubOnEnemy_ListenPhase1Mark
unknown,1,16713522,0xFF0732,0xFF0732,AddLayerOnce4M_GridFight_BlackSwan_00_SubOnEnemy_ListenPhase1Mark
unknown,1,8987844,0x8924C4,0x8924C4,Avatar_BlackSwan_003
unknown,1,8931421,0x88485D,0x88485D,Avatar_BlackSwan_003=
unknown,1,9603466,0x92898A,0x92898A,Avatar_BlackSwan_00Mq+G
unknown,1,26783347,0x198AE73,0x198AE73,Ev_vo_avatar_atk_cast_blackSwan
unknown,1,27789802,0x1A809EA,0x1A809EA,Ev_vo_avatar_atk_maze_blackSwan
unknown,1,78707968,0x4B0FD00,0x4B0FD00,Floor1_NPC_BlackSwancConfig/LevelOutput/SharedRuntimeGroup/Groups_P10000_F10000003/LevelGroup_P10000_F10000003_G107.json
unknown,1,11593592,0xB0E778,0xB0E778,L>*M_BlackSwan_P01_ListenAddPoison_SubOnEnemy
unknown,1,11598553,0xB0FAD9,0xB0FAD9,L>-M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy
unknown,1,16715557,0xFF0F25,0xFF0F25,M_BlackSwan_00_ForbidEffectFlag1
unknown,1,11594004,0xB0E914,0xB0E914,M_BlackSwan_P01_AddDOTFlag;M_BlackSwan_P01_ListenAddPoison_SubOnEnemy_ListenPhase1Mark
unknown,1,30726988,0x1D4DB4C,0x1D4DB4C,NConfig/ConfigCharacter/GridFight/3.5/Avatar_GridFight_BlackSwan_00_Config.json
unknown,1,34453318,0x20DB746,0x20DB746,NPC_Avatar_BlackSwan_00
unknown,1,30715538,0x1D4AE92,0x1D4AE92,OConfig/ConfigCharacter/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_Config.json
unknown,1,16053099,0xF4F36B,0xF4F36B,Origin_1010_AddBuff&MGridFight_Origin_1010_BlackSwan_Bonus
unknown,1,17164066,0x105E722,0x105E722,ParamEntity!MAvatar_Advanced_BlackSwan_00_DOT
unknown,1,33652776,0x2018028,0x2018028,StoryCrystal_BlackSwan_00&StoryCrystalWithoutEffect_BlackSwan_00
unknown,1,37164029,0x23713FD,0x23713FD,StoryCrystal_BlackSwan_00/
unknown,1,30802628,0x1D602C4,0x1D602C4,StoryHoloGram_BlackSwan_00!Ev_sfx_npc_common_projection_loop
unknown,1,37163593,0x2371249,0x2371249,StoryHoloGram_BlackSwan_00/
unknown,1,11617943,0xB14697,0xB14697,V%M_BlackSwan_00_DOT_Rank04_HaveAddedSP
unknown,1,33652313,0x2017E59,0x2017E59,WConfig/ConfigAnimEvents/LocalPlayer/Audio/LocalPlayer_BlackSwan_00_Audio_AnimEvent.json[Config/ConfigAnimEvents/LocalPlayer/Audio/Common/LocalPlayer_Lady_Move_Audio_AnimEvent.jsonEConfig/ConfigAnimZone/NPC/Common/NPC_Avatar_Common_Lady_AnimZone.json
unknown,1,33651846,0x2017C86,0x2017C86,WConfig/ConfigAnimEvents/LocalPlayer/Audio/LocalPlayer_BlackSwan_00_Audio_AnimEvent.json[Config/ConfigAnimEvents/LocalPlayer/Audio/Common/LocalPlayer_Lady_Move_Audio_AnimEvent.jsoncConfig/ConfigAnimEvents/LocalPlayer/Designer/Common/LocalPlayer_Common_Lady_Designer_AnimEvent.jsonYConfig/ConfigAnimEvents/LocalPlayer/Effect/LocalPlayer_BlackSwan_00_Effect_AnimEvent.json_Config/ConfigAnimEvents/LocalPlayer/Effect/Common/LocalPlayer_Common_Lady_Effect_AnimEvent.json
unknown,1,31575497,0x1E1CDC9,0x1E1CDC9,_Config/ConfigFreeStyle/AnimAudioEventInfoConfig/Avatar/Avatar_FreeStyle_AnimAudioEventInfo.jsoneConfig/ConfigFreeStyle/AnimDesignerEventInfoConfig/Avatar/Avatar_FreeStyle_AnimDesignerEventInfo.jsonoConfig/ConfigFreeStyle/AnimDesignerEventBakedInfoConfig/Avatar/Avatar_FreeStyle_AnimDesignerEventBakedInfo.jsonaConfig/ConfigFreeStyle/AnimEffectEventInfoConfig/Avatar/Avatar_FreeStyle_AnimEffectEventInfo.jsonkConfig/ConfigFreeStyle/AnimAudioEventInfoConfig/Avatar/Avatar_Common_Lady_FreeStyle_AnimAudioEventInfo.jsonqConfig/ConfigFreeStyle/AnimDesignerEventInfoConfig/Avatar/Avatar_Common_Lady_FreeStyle_AnimDesignerEventInfo.json{Config/ConfigFreeStyle/AnimDesignerEventBakedInfoConfig/Avatar/Avatar_Common_Lady_FreeStyle_AnimDesignerEventBakedInfo.jsonmConfig/ConfigFreeStyle/AnimEffectEventInfoConfig/Avatar/Avatar_Common_Lady_FreeStyle_AnimEffectEventInfo.jsonYConfig/ConfigFreeStyle/StateInfo/Avatar/Avatar_Lady_BlackSwan_00_FreeStyle_StateInfo.json[Config/ConfigFreeStyle/StateGraph/Avatar/Avatar_Lady_BlackSwan_00_FreeStyle_StateGraph.json
unknown,1,31575043,0x1E1CC03,0x1E1CC03,cConfig/ConfigFreeStyle/TransitionInfo/Avatar/Avatar_Lady_BlackSwan_00_FreeStyle_TransitionInfo.json
unknown,1,32340137,0x1ED78A9,0x1ED78A9,dConfig/ConfigAnimEvents/Manikin/Avatar/Designer/Common/Manikin_Avatar_Common_Designer_AnimEvent.jsoncConfig/ConfigAnimEvents/Manikin/Avatar/Designer/Manikin_Avatar_BlackSwan_00_Designer_AnimEvent.json_Config/ConfigAnimEvents/Manikin/Avatar/Effect/Manikin_Avatar_BlackSwan_00_Effect_AnimEvent.json]Config/ConfigAnimEvents/Manikin/Avatar/Audio/Manikin_Avatar_BlackSwan_00_Audio_AnimEvent.json[Config/ConfigAnimEvents/LocalPlayer/Audio/Common/LocalPlayer_Lady_Move_Audio_AnimEvent.jsonbConfig/ConfigReplaceCharacterMaterial/Avatar/NPC_Avatar_BlackSwan_00_ReplaceCharacterMaterial.json
resource,20,27997602,0x1AB35A2,"0x1AB35A2,0x1AB361A,0x1AB3692,0x1AB370A,0x1AB3782,0x1AB37FA,0x1AB3872,0x1AB38EA,0x1AB3962,0x1AB39DA,0x1AB3DCD,0x1AB3E45,0x1AB3EBD,0x1AB3F35,0x1AB3FAD,0x1AB4025,0x1AB409D,0x1AB4115,0x1AB418D,0x1AB4205",eEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_Card_End_02.prefab
resource,10,26916914,0x19AB832,"0x19AB832,0x19AB89B,0x19AB904,0x19AB96D,0x19AB9D6,0x19ABA3F,0x19ABAA8,0x19ABB11,0x19ABB7A,0x19ABBE3",_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02_Weapon_01.prefab
resource,10,26918716,0x19ABF3C,"0x19ABF3C,0x19ABFB1,0x19AC026,0x19AC09B,0x19AC110,0x19AC185,0x19AC1FA,0x19AC26F,0x19AC2E4,0x19AC359",kEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Ready_CardPath_00_JNT.prefab
resource,7,33389788,0x1FD7CDC,"0x1FD7CDC,0x1FD8740,0x1FD9695,0x1FDA7AD,0x1FDB70C,0x1FDC4D3,0x1FDD3C3",\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack.prefab
resource,7,33389886,0x1FD7D3E,"0x1FD7D3E,0x1FD87A2,0x1FD96F7,0x1FDA80F,0x1FDB76E,0x1FDC535,0x1FDD425",_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab
resource,7,33389987,0x1FD7DA3,"0x1FD7DA3,0x1FD8807,0x1FD975C,0x1FDA874,0x1FDB7D3,0x1FDC59A,0x1FDD48A",_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefab
resource,6,27999024,0x1AB3B30,"0x1AB3B30,0x1AB447B,0x1ADFCE8,0x1B20B3D,0x1B20EE1,0x1B38BDB",Caster[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_idleshow01_01.prefab
resource,6,27999236,0x1AB3C04,"0x1AB3C04,0x1AB4572,0x1ADFF12,0x1B20C11,0x1B20FD9,0x1B38E03",Caster[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_idleshow02_01.prefab
resource,6,27998883,0x1AB3AA3,"0x1AB3AA3,0x1AB44E5,0x1ADFE87,0x1B20AB0,0x1B20F4C,0x1B38D78",CasterkEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_idleshow01_01_CardPath_02_JNT.prefab
resource,6,11589008,0xB0D590,"0xB0D590,0xB0D63F,0xC8A1F9,0xC8A2A8,0xECB4D8,0xECB587",Hit_HYEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02_Hit.prefab
resource,6,11611377,0xB12CF1,"0xB12CF1,0xB13406,0xB13E5C,0xC8F0F6,0xFF0DD5,0xFF1460",ModifierOwnerEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1.prefab
resource,6,11611243,0xB12C6B,"0xB12C6B,0xB13380,0xB13D90,0xC8F070,0xFF0CEB,0xFF1371",ModifierOwnerEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Advanced.prefab
resource,5,1892701,0x1CE15D,"0x1CE15D,0x1E4B69,0xD195C3,0xF6430E,0xFF1AD2",Effects/Eff_Prefab/Eff_BattleEvent/Eff_BlackSwan_00_BattleEvent_01/Eff_Character_BlackSwan_00_BattleEvent_01_MainWindow_01.prefab
resource,5,11615317,0xB13C55,"0xB13C55,0xB144E9,0xC8F584,0xFF11CE,0xFF1249",ModifierOwnerEntity\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack.prefab
resource,5,11614822,0xB13A66,"0xB13A66,0xB14368,0xC8F403,0xFF10C7,0xFF114A",ModifierOwnerEntitydEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_01.prefab
resource,4,11595322,0xB0EE3A,"0xB0EE3A,0xB0F331,0xC8AEB8,0xC8B411",DarkTeamEntity`Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Common_Shield_Loop.prefab
resource,4,1892832,0x1CE1E0,"0x1CE1E0,0x1E4BEC,0xD19711,0xF644E0",Effects/Eff_Prefab/Eff_BattleEvent/Eff_BlackSwan_00_BattleEvent_01/Eff_Character_BlackSwan_00_BattleEvent_01_MainWindow_Break_01.prefab
resource,4,11615183,0xB13BCF,"0xB13BCF,0xB14561,0xC8EE22,0xC8F5FC",ModifierOwnerEntity_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab
resource,4,11615005,0xB13B1D,"0xB13B1D,0xB145DC,0xC8ED9D,0xC8F677",ModifierOwnerEntity_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefab
resource,4,11614683,0xB139DB,"0xB139DB,0xB143E8,0xC8ECE7,0xC8F483",ModifierOwnerEntitydEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_02.prefab
resource,4,11614500,0xB13924,"0xB13924,0xB14468,0xC8EC5D,0xC8F503",ModifierOwnerEntitydEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_03.prefab
resource,4,1985259,0x1E4AEB,"0x1E4AEB,0xD1965D,0xF643A5,0xFF1B69",{Effects/Eff_Prefab/Eff_BattleEvent/Eff_BlackSwan_00_BattleEvent_01/Eff_Character_BlackSwan_00_BattleEvent_01_Hand_01.prefab
resource,3,11588692,0xB0D454,"0xB0D454,0xC8A0B5,0xECB37D",AbilityTargetEntityUEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02.prefab
resource,3,11588500,0xB0D394,"0xB0D394,0xC89FF5,0xECB2C0",AbilityTargetEntityXEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02_01.prefab
resource,3,2015291,0x1EC03B,"0x1EC03B,0x2B7321,0x2B9F5F",GCamera/TimeLine/Avatar/Character_BlackSwan_00_Skill03_TimeLine.playable
resource,2,2012965,0x1EB725,"0x1EB725,0x2B9649",",[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Ready.prefabmEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Ready_CardCentre_00_JNT.prefabkEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Ready_CardPath_00_JNT.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_01_Ready.prefablEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_GlowCam_02_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_1_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_2_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_3_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_4_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_5_Ready.prefabqEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_Window_Red_01_6_Ready.prefabfEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_GlowCam_01.prefabiEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_MainWindow_01.prefabiEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_MainWindow_02.prefabmEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_ShadowGlow_Cam_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Scene_SmallWindow_01.prefabfEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_SpeedLine_Cam_01.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Attack_01.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Attack_02.prefab\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Card_A.prefab]Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Hand_01.prefabiEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_MainWindow_Break_01.prefab"
resource,2,11586845,0xB0CD1D,"0xB0CD1D,0xC89C32",AbilityTargetEntityYEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill01_Hit.prefab
resource,2,28001007,0x1AB42EF,"0x1AB42EF,0x1ADF56A",Caster^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_Card.prefab
